Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.412,23.439881612186817,0.5232940914150266,0.3947423164833781,0.0021397918951305385,0.3947423164833781,0.9205677603363024,0.8966561229110818,0.9264302195995318,0.9101161117437176
1.414,23.516368635917352,0.5241734828251986,0.3946866402758513,0.002109451257942479,0.3946866402758513,0.9205408449346036,0.8966624798151767,0.9264544878791575,0.9101342010230637
1.416,23.591759544752513,0.5250330733044061,0.3946324466693636,0.002078897454992377,0.3946324466693636,0.920514084232972,0.8966683382069564,0.926477948705168,0.9101515711223178
1.418,23.666046754660403,0.525872794793239,0.39457973789186795,0.0020481354853637795,0.39457973789186795,0.9204874929149621,0.8966737102844119,0.9265006102533461,0.9101682322449325
1.42,23.73922286185934,0.5266925822933513,0.3945285159575811,0.0020171703637465403,0.3945285159575811,0.9204610855013782,0.8966786081333984,0.9265224806621972,0.9101841945246204
1.422,23.81128064336592,0.5274923738628786,0.39447878266727576,0.001986007119671587,0.39447878266727576,0.920434876341331,0.8966830437196897,0.926543568026916,0.9101994680182645
1.424,23.882213057515514,0.5282721106114652,0.39443053960860347,0.001954650796746925,0.39443053960860347,0.920408879603425,0.8966870288811812,0.9265638803934696,0.9102140626989617
1.426,23.95201324445534,0.5290317366949085,0.3943837881564465,0.0019231064518949682,0.3943837881564465,0.9203831092670826,0.8966905753202461,0.9265834257528007,0.9102279884492067
1.428,24.020674526610055,0.5297711993094412,0.39433852947329995,0.0018913791545912952,0.39433852947329995,0.9203575791140067,0.8966936945962453,0.9266022120351491,0.9102412550542142
1.43,24.088190409120003,0.5304904486856441,0.3942947645096831,0.00185947398610492,0.3942947645096831,0.9203323027197896,0.8966963981181979,0.9266202471044989,0.9102538721953858
1.432,24.154554580252103,0.5311894380820221,0.3942524940045796,0.0018273960387401684,0.3942524940045796,0.9203072934456725,0.896698697137614,0.9266375387531517,0.9102658494439249
1.434,24.21976091178354,0.5318681237782328,0.39421171848590747,0.001795150415080244,0.39421171848590747,0.9202825644304551,0.896700602741493,0.9266540946964285,0.9102771962546006
1.436,24.283803459358168,0.5325264650679964,0.3941724382710167,0.0017627422272325699,0.3941724382710167,0.9202581285825673,0.8967021258454925,0.9266699225675014,0.9102879219596639
1.438,24.346676462815868,0.5331644242516831,0.3941346534672169,0.0017301765960759878,0.3941346534672169,0.920233998572302,0.8967032771872699,0.9266850299123621,0.9102980357629226
1.44,24.408374346494767,0.5337819666285943,0.3940983639723321,0.0016974586505098914,0.3940983639723321,0.9202101868242122,0.8967040673199987,0.9266994241849219,0.9103075467339695
1.442,24.46889171950651,0.5343790604889502,0.39406356947528504,0.0016645935267053744,0.39406356947528504,0.9201867055096827,0.8967045066060647,0.9267131127422529,0.910316463802577
